@relation train

@attribute SeriousDlqin2yrs {NO,YES}
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute NumberOfTime30-59DaysPastDueNotWorse numeric
@attribute DebtRatio numeric
@attribute MonthlyIncome numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTime60-89DaysPastDueNotWorse numeric
@attribute NumberOfDependents numeric

@data
NO,0.140452,76,0,0.154861,4700,4,0,1,0,0
NO,0.003088,51,0,0.490008,1250,12,0,1,0,0
NO,1,61,1,353,0,6,0,0,0,0
NO,0.486474,51,2,0.328013,5450,12,0,1,0,4
NO,0.272667,62,0,0.447247,6700,7,0,1,0,0
NO,0.060547,48,0,1184,1,15,0,2,0,1
NO,0.173047,62,0,0.241205,8100,8,0,1,0,0
NO,0.012035,67,0,359,?,6,0,0,0,0
NO,0.028849,26,0,0.011104,1530,9,0,0,0,0
NO,0.05683,53,0,0.090323,4804,7,0,1,0,0
NO,1.005973,48,0,0.922578,2931,7,0,1,0,3
NO,0.212478,44,0,0.492127,4000,10,0,1,0,2
NO,0.03384,43,0,0.257724,8997,9,0,1,0,0
NO,0.046684,47,0,1803,?,7,0,4,0,2
NO,0.054682,60,1,0.162079,8100,16,0,0,0,1
NO,0,37,2,0.549542,1200,4,0,1,0,2
NO,0.269238,61,1,0.101997,11666,16,0,0,0,0
NO,0.119631,69,0,1642,?,6,0,1,0,0
NO,0.231598,57,0,0.048653,9166,3,0,0,0,0
NO,0.495752,24,0,29,0,2,0,0,0,0
NO,0.325097,30,0,0.785692,3200,5,0,1,0,0
NO,0.259315,34,0,0.919349,5529,16,0,4,0,0
NO,0.002714,87,0,0.086652,6000,11,0,1,0,0
YES,0.773787,51,1,2011,?,20,0,1,0,?
NO,0.006589,71,0,202,0,3,0,0,0,0
NO,0.003333,56,0,1324,?,9,0,1,0,0
NO,0.317664,47,0,0.004155,7700,4,0,0,0,0
NO,0.232529,29,0,0.050722,2700,7,0,0,0,1
NO,0.092447,47,1,0.32963,9000,21,0,2,1,0
YES,0.2044,62,0,0.141095,14833,11,0,1,0,1
NO,0,42,0,0.141364,16934,3,0,1,0,2
NO,0.045562,67,0,3995,?,4,0,1,0,1
NO,0.100077,61,0,0.09686,3375,5,0,0,0,0
NO,0.034597,60,0,0.421221,3750,7,0,1,0,0
NO,1,65,0,0.545199,8185,4,0,1,0,1
NO,0.795759,45,0,1.398212,6488,11,0,1,0,0
NO,0.193334,58,0,0.553265,3200,30,0,2,0,0
NO,0.015387,65,0,2291,?,14,0,2,0,2
YES,0.994168,42,0,0.328307,2917,5,0,1,0,3
NO,0,51,0,0.229294,7666,7,0,1,0,2
NO,0.956015,58,0,0.175631,2100,5,0,0,0,0
NO,0.004222,77,0,0.002671,1122,5,0,0,0,0
NO,0.375187,43,2,0.673065,5000,12,0,2,0,1
NO,0.01737,64,0,0.001273,11000,4,0,0,0,0
NO,0.313387,32,0,0.727831,3416,6,0,3,0,0
NO,0.023573,71,0,0.29006,7725,14,0,1,0,0
YES,0.042991,60,0,1707,?,8,1,1,0,0
NO,0.007033,62,0,0.362634,2900,11,0,0,0,0
NO,0.060672,30,0,0.53499,3500,17,0,2,0,0
NO,0.048258,77,0,0.015369,2992,4,0,0,0,0
NO,0.032299,37,0,0.469007,4500,11,0,1,0,1
NO,0.318387,50,0,0.428809,9600,14,0,2,0,2
NO,0.016419,58,0,0.022397,7500,10,0,1,0,0
NO,0.274715,67,0,0.22034,17000,12,0,1,0,2
NO,0.365887,36,0,0.158768,5000,8,0,0,0,1
NO,0.442067,60,0,0.189377,6890,14,0,0,0,3
NO,0.027141,80,0,0.003665,3000,2,0,0,0,1
NO,0.013428,55,0,0.502875,3825,5,0,2,0,0
NO,0.023399,59,0,0.043212,3100,12,0,1,0,0
NO,0.642384,52,0,0.422896,6166,10,0,1,0,2
NO,0.04023,73,0,0.183643,4633,7,0,1,0,0
NO,0.342415,41,0,0.07247,4525,6,0,0,0,0
YES,1.091514,61,1,1.044306,7041,9,4,2,1,2
NO,0,78,0,0.748603,3400,2,0,1,0,0
NO,0.985005,27,0,0.07861,4833,2,0,0,0,0
NO,1,40,0,53,?,1,0,0,0,0
NO,0.25118,68,0,0.4592,4999,11,0,2,0,0
NO,0.963821,55,0,0.319315,32766,11,0,2,0,1
NO,0.019199,50,0,1276,?,2,0,1,0,0
NO,1,43,1,2040,?,3,0,1,0,0
NO,0.012968,64,0,0.107719,7500,10,0,1,0,1
NO,0.064603,31,0,0.058453,16200,8,0,0,0,2
NO,0.060124,68,0,46,?,10,0,1,0,0
NO,0.555591,38,0,0.36909,5900,6,1,2,1,1
NO,0.162948,39,0,0.150897,16666,13,0,1,0,0
NO,0.088627,64,0,0.323093,5663,4,0,1,0,1
NO,0.780157,52,0,3373,?,10,0,1,0,0
NO,738,34,0,0.262313,8100,5,0,1,0,0
NO,0.106854,69,0,0.021433,5178,6,0,0,0,1
NO,0.226883,55,1,0.24232,7291,14,0,0,0,0
NO,0.377653,74,0,0.604504,10300,9,0,2,0,0
NO,0.025,61,0,1785,?,17,0,1,0,0
NO,0.17184,57,0,2307,?,4,0,2,0,0
NO,0,45,0,0.324934,12500,9,0,1,0,3
NO,0.131217,67,0,44,?,2,0,0,0,0
NO,0,42,0,0.473752,10800,7,0,2,0,1
NO,0.532385,84,0,0.099931,1450,4,0,0,0,0
NO,1,68,0,0,1117,0,0,0,0,0
NO,0.307046,28,0,0.094705,6250,7,0,0,0,0
NO,0.058729,73,0,0.403665,5729,6,0,1,0,0
NO,0.817224,44,0,0.096882,10166,4,2,0,0,0
NO,0.980566,58,3,0.140823,7583,5,1,0,2,0
NO,0.427312,69,1,0.05866,29167,22,0,2,0,0
NO,0.0175,62,0,1431,?,8,0,1,0,2
NO,0.024837,56,0,0.368626,9000,10,0,1,0,3
YES,0.431188,56,0,0.708757,3048,12,0,1,1,0
NO,0.268105,58,0,0.732238,2800,12,0,2,0,0
NO,0.622465,69,0,0.098558,12550,6,0,1,0,0
NO,0.008241,58,0,18,?,8,0,0,0,0
NO,0.258415,60,0,3414,?,15,0,4,0,0
NO,0.442031,36,0,2251,?,7,0,1,0,2
NO,0.37042,63,0,0.393043,2500,10,0,0,0,0
NO,0.003736,76,0,3,?,6,0,0,0,?
NO,0.005027,56,0,0.08604,3416,6,0,0,0,0
NO,0.025811,48,1,0.08016,12000,9,0,2,0,2
NO,0.720256,63,0,0.239063,12000,6,0,2,0,2
NO,0.064197,66,0,0.13351,6403,4,0,0,0,1
NO,0.127475,48,0,0.288802,7125,5,0,1,0,0
NO,0.832417,56,1,0.52581,15400,9,0,4,0,2
NO,0.693006,33,0,0.127667,2811,6,0,0,0,2
NO,0.038335,56,0,0.438912,5000,7,0,2,0,0
NO,0.020687,43,0,1818,?,17,0,1,0,0
NO,0.271377,60,0,0.55083,10416,19,0,2,0,2
NO,1,66,1,0.441195,3213,10,0,0,0,0
NO,0.528726,31,0,355,?,3,0,0,0,0
NO,0.010206,58,0,0.246922,16000,4,0,2,0,0
NO,0.012433,68,0,0.005236,2100,1,0,0,0,2
NO,0,57,0,0.372899,5770,4,0,1,0,1
NO,0.209867,55,0,0.658264,5275,15,0,3,0,2
NO,0.62346,65,0,0.538394,4583,9,0,1,0,1
NO,0.76417,32,0,1338,?,6,0,0,0,0
YES,1,41,1,0.086843,4962,2,2,0,0,2
YES,0.731147,61,1,0.360803,12000,9,0,1,0,3
NO,0.687759,57,0,0.247792,6000,10,0,1,0,1
NO,0.014742,64,1,0.340732,3333,9,0,1,0,0
NO,0.006217,37,0,0.394576,8000,9,0,3,0,2
NO,0.202521,24,0,0.120625,3713,3,0,0,0,0
NO,0.006666,34,0,221,?,8,0,0,0,0
NO,0.008227,60,0,0.00063,33333,9,0,0,0,2
NO,0.409451,29,0,0.187056,3800,5,0,0,0,0
NO,0.139487,45,0,0.282937,8948,19,0,2,0,2
NO,0.010525,34,0,0.002163,5548,3,0,0,0,0
NO,0.444214,65,0,0.052425,10166,3,0,0,0,0
NO,0.201865,23,0,0.005864,2557,2,0,0,0,0
NO,0.973765,63,1,1.678621,2174,7,0,1,0,0
NO,0.064718,81,0,0.104965,3000,5,0,0,0,0
NO,1,51,0,0,?,1,0,0,0,1
NO,0.337033,46,0,0.401975,10833,11,0,2,0,3
NO,0.007139,49,0,0.461833,3654,8,0,1,0,1
NO,1,41,0,0.091144,4256,2,5,0,0,2
NO,0.152361,53,2,0.163075,5800,8,0,1,1,1
NO,0.566762,57,0,0.466076,3949,4,0,1,0,0
NO,0.047699,58,0,0.114353,11000,10,0,2,0,0
NO,0.612729,57,1,3.742053,1100,8,0,2,0,1
NO,0.52763,49,2,0.455886,3864,10,0,2,0,2
NO,0,42,0,2429,?,5,0,1,0,1
NO,0.006688,53,0,0.169143,14200,10,0,1,0,1
NO,0.961921,74,0,1785,?,9,0,0,0,?
NO,0.726013,48,0,1.101559,2500,7,0,2,0,1
YES,0.688102,40,1,0.340296,12159,16,0,2,1,2
NO,1,56,0,0.538362,3101,5,2,1,0,0
NO,0.011043,72,0,8,?,5,0,0,0,0
NO,0.318365,41,0,0.443259,6000,9,0,2,0,3
NO,0.053847,72,0,94,?,3,0,0,0,0
NO,0,78,0,396,?,3,0,0,0,?
NO,0.195436,62,0,3.876321,3500,15,0,0,0,0
NO,0,82,0,0.434284,4100,24,0,2,0,0
NO,0.293069,44,0,1.322233,4083,10,0,2,1,3
NO,0.185132,50,0,0.196276,21000,11,0,2,0,2
NO,0.243255,47,0,2.307456,1300,11,0,2,0,0
NO,0,77,0,0,3523,3,0,0,0,0
NO,0.074662,63,0,0.213541,7000,18,0,1,0,0
NO,0.239369,45,0,4972,?,8,0,2,0,2
NO,0.091253,46,0,0.189381,10301,15,0,2,0,2
NO,0.077121,73,0,0.077188,1450,11,0,0,0,0
NO,0.657864,31,0,0.352607,3700,12,0,0,0,1
NO,0.683332,42,0,1108,?,6,0,1,0,0
NO,0.017493,78,0,3123,?,6,0,2,0,0
NO,0.04912,33,0,0.102355,5519,3,0,0,0,0
YES,0.87403,74,2,0.60294,10000,16,0,2,0,2
NO,0.210207,55,0,0.302714,5562,11,0,1,0,0
NO,0.114871,80,0,42,?,2,0,0,0,?
NO,0.690783,33,0,0.118061,6250,7,0,0,0,1
NO,0.009233,87,0,0.002319,3880,9,0,0,0,0
NO,0.086216,52,0,0.338523,1990,8,0,1,0,0
NO,0.007753,75,0,11,?,6,0,0,0,?
NO,0.22214,47,0,0.64485,1863,15,0,2,0,1
NO,0.112818,58,0,0.72082,4000,16,0,2,0,0
NO,0.023181,69,1,0.004286,6298,4,0,0,0,1
NO,0.089991,29,0,1038,?,6,0,0,0,3
NO,0.155804,55,0,1.201124,1600,13,0,2,0,1
NO,0.565677,56,0,0.476073,6874,8,0,2,0,0
NO,0.23006,42,0,0.335606,11000,16,0,1,0,2
NO,0.919632,26,0,0.667915,800,2,0,0,0,0
NO,0.009369,74,0,0.002862,2445,2,0,0,0,1
NO,0.017048,44,0,0.029495,6000,4,0,0,0,3
NO,0.154912,54,1,0.392699,4300,10,0,1,0,1
NO,0.320947,59,0,0.84326,4146,15,0,3,0,1
NO,0.207108,74,0,0.636558,2800,12,0,1,1,0
NO,0.022637,48,0,0.002647,6800,6,0,0,0,0
NO,0,57,0,0.18134,6848,10,0,1,0,1
NO,0.046064,48,0,0.428823,25000,9,0,4,0,3
NO,0.471274,31,1,0.148114,4374,6,0,0,0,0
NO,0.157345,69,0,0.751249,1800,17,0,1,0,0
NO,0.243902,29,0,0.248865,1100,3,0,0,0,0
NO,0.154487,66,0,0.386957,1839,5,0,0,0,0
NO,0.013351,60,0,0.195513,15200,6,0,1,0,1
NO,0.352241,48,0,1840,?,5,0,1,0,0
NO,0.156296,49,0,0.100322,9000,8,0,0,0,1
YES,0.386548,60,0,6827,?,19,0,4,0,0
NO,0,77,0,0,?,7,0,0,0,0
NO,0.553897,65,0,1.186453,4000,12,0,3,0,1
NO,0.011064,83,0,20,?,5,0,0,0,0
NO,0.030991,61,0,0.22506,8339,14,0,1,0,1
NO,0.262365,63,2,0.478538,6895,15,0,2,0,0
NO,1,24,0,0,0,2,0,0,0,0
NO,0.021599,45,0,0.308457,8856,6,0,2,0,3
NO,0.898066,57,0,0.14828,3371,3,0,0,0,0
NO,0.444953,54,1,0.543487,2494,7,0,1,0,1
NO,1.003668,30,0,0.225194,4000,3,0,0,0,0
NO,0.538661,66,0,0.454369,5653,11,0,1,0,0
NO,0.038841,60,0,0.39823,6666,18,0,2,0,1
NO,0.030844,77,0,0.455551,2350,5,0,1,0,0
NO,0.25548,25,0,0.356301,2800,6,0,0,1,0
NO,0.04677,62,0,0.320579,2900,10,0,1,0,1
NO,0.147501,61,0,0.165854,18666,18,0,2,0,1
NO,0.001156,44,0,1,?,5,0,0,0,0
NO,0.005484,40,0,0.590192,4750,7,0,2,0,2
NO,0.003684,36,0,0.536837,8333,15,0,1,0,0
NO,0.137634,84,0,103,?,3,0,0,0,0
NO,0.987105,52,0,0.47216,3591,19,0,0,0,1
NO,0.076303,45,0,0.639258,6250,7,0,2,0,1
NO,0.015268,34,0,37,?,14,0,0,0,0
NO,0.556001,73,0,0.300859,6404,9,0,2,0,0
NO,0.210343,26,2,0.009609,1456,2,0,0,0,0
NO,0.626216,33,0,2824,?,5,0,1,0,3
NO,0.000939,37,0,0.190402,4500,5,0,2,0,1
NO,0.079421,44,0,0.399516,4134,5,0,1,0,0
NO,0.559626,65,0,0.378472,9791,12,0,1,0,0
NO,1,52,0,0,?,0,0,0,0,0
NO,0,56,0,0.188204,3729,3,0,0,0,0
NO,0.157488,41,0,0.928644,7917,9,0,3,0,2
NO,0.948803,25,0,0.215306,1750,10,0,0,0,0
NO,1,28,0,0.175412,2000,1,0,0,0,0
NO,0.093973,35,0,0.502333,7500,8,0,3,0,0
YES,1.008796,33,3,0.182321,15000,11,0,2,0,2
NO,0.848349,45,0,0.368922,12400,14,0,2,0,2
NO,1.013062,32,0,0.900272,2205,5,0,1,0,3
NO,0.008712,46,0,0.305663,3866,15,0,1,0,2
NO,0.081332,52,0,0.316355,1766,7,0,0,0,1
NO,0.245895,43,0,0.342299,4200,11,0,1,0,1
NO,0.063251,70,0,0.012067,5054,7,0,0,0,1
NO,0.061302,52,0,0.298792,3724,11,0,1,0,0
NO,0.122166,59,1,0.148442,3401,8,0,0,0,0
NO,0.049441,65,0,0.222988,3627,22,0,1,0,0
NO,0.876937,62,1,0.369474,6400,13,0,1,0,1
NO,0.145124,35,1,0.273748,11042,8,0,2,0,2
NO,0.011928,56,0,0.172007,7208,11,0,1,0,2
NO,0.047898,75,0,0.228074,4366,17,0,2,0,1
NO,0.425858,73,0,47,?,2,0,0,0,?
NO,0.057723,64,1,1234,?,33,0,0,0,0
NO,0.0047,34,0,0.148792,13864,8,0,2,0,2
NO,0.00412,36,0,0.504246,1883,6,0,1,0,1
NO,0.182558,47,0,0.567993,6485,10,0,2,0,0
NO,0.013868,56,0,0.131974,5000,7,0,0,0,1
NO,0.08643,75,0,19.99001,1000,4,0,1,0,0
NO,0.783346,59,0,0.256099,12666,7,0,2,0,3
NO,0.081961,49,0,0.293927,4000,11,0,1,0,1
NO,0.981987,37,0,0.199571,7450,12,0,0,0,1
NO,0.60235,57,0,2737,?,8,0,1,0,0
NO,0.066539,45,0,0.2747,7833,6,0,2,0,4
NO,0.977902,43,2,0.387786,3323,5,0,0,0,1
NO,0.029639,67,0,0.098451,2000,3,0,1,0,0
NO,0.645522,47,0,4362,?,25,1,3,0,0
NO,0.182477,58,0,0.044565,7000,12,0,0,0,0
NO,0,56,0,0.290604,7800,11,0,2,0,0
NO,0.115194,58,0,0.46018,11890,6,0,5,0,1
NO,0.200458,66,0,0.5673,4843,12,0,1,0,0
NO,0.653379,49,0,0.732152,5700,9,0,2,0,0
NO,0.042022,58,0,0.486703,5000,10,0,2,0,1
NO,0.41607,37,0,0.320842,5416,11,0,2,0,1
NO,0.504701,45,1,0.637636,4500,4,0,1,0,2
YES,1,47,0,3424,?,5,0,2,0,0
NO,0,42,0,0.54783,6083,10,0,1,0,0
NO,0.159928,70,0,0.013816,5500,4,0,0,0,0
NO,0.034438,70,0,0.00939,7773,5,0,0,0,0
NO,0.915085,74,0,0.271216,1142,4,3,0,0,0
YES,0.928184,30,0,312,?,2,1,0,1,3
NO,1,60,0,206,?,1,0,0,0,0
NO,0.905605,49,0,0.184545,8333,4,0,1,0,0
NO,0.474875,62,0,0.67855,8414,22,0,1,0,0
NO,0.019065,73,0,0.482608,4800,11,0,2,0,0
NO,0.039309,50,1,101,?,10,0,0,0,0
NO,0,53,0,0.283951,7046,17,1,2,0,0
NO,0.036041,95,0,0.251171,6831,5,0,1,0,0
NO,0.005019,43,0,0.439396,9000,9,0,1,0,0
NO,0.250019,51,0,0.27149,7200,15,0,1,0,1
NO,0.019569,76,0,0.005673,3701,12,0,0,0,2
NO,0.015056,61,0,0.384536,6750,9,0,1,0,0
YES,0,27,1,0.005237,4200,4,0,0,0,0
NO,0.324668,59,3,0.246002,9316,9,0,1,1,2
NO,0.021711,44,0,0.212719,5833,8,0,1,0,1
NO,0.0768,43,0,0.316488,14167,11,0,2,0,2
NO,0.88033,43,0,1.163256,2100,6,0,0,0,3
NO,0.792829,26,1,0.002413,2900,2,0,0,0,0
NO,0.027277,69,0,0.389467,4898,13,0,1,0,0
NO,0,35,0,0.550697,2080,3,0,2,0,0
YES,0.019507,63,0,0.102975,3427,6,0,0,1,0
NO,0.347305,63,0,3565,?,12,0,1,0,1
NO,0,78,0,0.069572,2500,4,0,0,0,0
YES,1,49,1,356,?,0,4,0,0,2
NO,0.085241,58,0,1474,?,9,0,1,0,?
NO,0.065331,72,0,0.042383,2500,8,0,0,0,0
NO,0.543473,63,0,0.338728,9700,26,0,1,0,1
NO,1,37,1,0.583796,2702,6,0,1,0,0
NO,0.119563,61,0,1102,?,8,0,1,0,0
NO,0.01446,54,0,0.005533,5240,8,0,0,0,2
NO,0.042177,36,0,0.086673,8133,5,0,0,0,1
NO,0.882072,52,2,0.456322,14583,23,0,2,0,2
NO,0.268034,35,0,0.433237,4500,9,0,2,0,3
NO,0.935326,33,1,0.020966,2670,2,1,0,0,0
NO,0.165519,29,1,0.291815,7000,9,0,1,1,2
NO,0.145181,48,0,0.219063,9987,8,0,1,0,0
NO,0,51,0,0.051532,7276,6,0,0,0,1
NO,0.004944,49,0,0.38173,6797,10,0,2,0,0
NO,1,26,0,0.452467,830,1,0,0,0,1
NO,0.559521,51,0,0.490971,2048,5,0,0,0,0
NO,0.988834,39,0,0.769143,6163,14,0,2,0,2
NO,0.797425,56,1,0.164256,15000,8,0,1,0,0
NO,0.005555,42,0,0.593473,5300,11,0,1,0,1
NO,0.107926,57,1,0.363651,12566,14,0,2,0,2
NO,0.205327,38,0,0.489359,7000,11,0,2,0,1
NO,0.263342,56,0,4710,?,9,0,2,0,0
NO,0.017192,68,0,0.001905,10500,15,0,0,0,0
NO,0,58,0,574,?,14,0,1,0,?
NO,0.439254,50,1,0.340798,12100,16,0,1,0,4
NO,0.428444,74,0,0.258393,2650,12,0,0,0,0
NO,0,64,0,0.296107,3903,12,0,0,0,0
NO,0.15299,47,1,2085,?,10,0,0,0,2
NO,0.528216,35,0,0.337277,6000,8,0,2,0,2
NO,0.845077,37,0,0.740042,6250,6,0,2,1,0
NO,0.461733,64,0,0.508234,6132,23,0,1,0,0
NO,0.087044,68,0,0.037985,2500,5,0,0,0,0
NO,0.080809,66,0,2210,?,9,0,1,0,0
NO,0.126514,39,0,0.38049,6283,8,0,1,0,3
NO,0.711827,61,0,0.454576,2960,12,0,1,0,0
NO,0.01494,86,0,0.003904,10500,10,0,0,0,0
NO,0.042073,65,0,0.479798,2375,7,0,2,0,0
NO,0.67339,37,0,0.380214,2900,6,0,1,1,3
NO,0.006675,52,0,576,?,8,0,0,0,0
NO,0.941926,51,0,0.235368,4800,3,0,0,0,2
NO,1,48,0,0.223208,6083,4,0,2,0,0
NO,0.390715,61,0,0.173285,6572,10,0,0,1,1
NO,0.018911,60,0,0.017048,2404,6,0,0,1,0
NO,0.309511,35,0,0.584404,3500,9,0,2,0,0
NO,0.141695,49,0,0.099074,5833,6,0,0,0,2
NO,0.087515,42,0,1449,?,10,0,1,0,0
NO,0.607452,47,1,0.607657,4100,5,0,2,0,2
NO,0.006466,51,0,0.20674,8783,11,0,1,1,0
YES,0.086839,40,0,0.166212,4397,16,0,0,0,0
NO,0.126581,64,0,0.216851,5150,15,0,1,0,1
NO,1.046313,69,0,0.355184,22393,18,0,4,0,0
NO,0.056529,47,0,59,?,4,0,0,0,?
NO,0.029429,47,0,0.142968,5168,3,0,1,0,0
NO,0.728345,61,0,0.126109,6200,9,0,0,0,0
NO,0.642954,57,1,0.650848,11083,19,0,2,0,1
NO,0.038749,51,0,0.274767,11274,2,0,1,0,1
NO,0.244486,50,0,2326,?,7,0,1,0,0
NO,0.002018,72,0,0.008283,5311,3,0,0,0,0
NO,0.038856,48,0,0.197451,4000,7,0,1,0,0
NO,0.412948,78,0,0.258594,5119,8,0,0,0,1
NO,0.009899,39,0,0.00039,5127,2,0,0,0,1
NO,0.03834,45,0,0.273553,6495,6,0,1,0,0
NO,0.000255,60,0,0.060438,9000,11,0,0,1,0
NO,0.051883,83,0,27,?,3,0,0,0,0
NO,0.118388,33,0,0.525695,5000,5,0,1,0,0
NO,0,30,0,0.129756,3074,4,0,0,0,0
NO,0.000838,37,0,1917,?,7,0,1,0,0
NO,0.023727,43,0,0.036508,3916,3,0,0,0,0
YES,1,42,0,549,?,1,1,0,0,0
NO,0.009363,63,0,0.491612,8583,11,0,4,0,1
NO,0.004189,53,2,0.377828,5700,22,0,2,1,1
NO,0.210435,72,0,0.956355,3917,18,0,4,0,0
NO,1,51,4,4221,0,9,1,1,1,2
NO,0,55,0,0.292965,22500,9,0,4,0,0
NO,0.929649,43,3,0.59075,3999,8,2,0,2,2
NO,1,81,1,521,?,3,0,0,0,0
NO,0.20274,57,0,0.241078,7200,9,0,1,0,2
NO,0.069375,46,0,0.115136,6183,14,0,0,0,0
NO,0,25,0,0,1280,1,0,0,0,1
NO,0.018384,29,0,1304,?,6,0,2,0,0
NO,0.453152,86,0,0.178614,5021,15,0,0,0,1
NO,0.054377,58,0,0.10751,6324,5,0,0,0,0
NO,0.281066,62,0,1566,?,13,0,2,0,0
NO,0.059337,66,0,0.107609,10500,12,0,0,0,1
NO,0.071129,80,0,0.093688,3500,6,0,0,0,0
NO,0.020598,37,0,1.099956,2250,6,0,1,0,0
NO,0.37846,50,0,2607,?,11,0,1,0,1
NO,0.918336,40,0,0.444086,6500,8,0,2,0,1
NO,0.125317,57,0,0.028797,5833,11,0,0,0,0
NO,0.261145,50,0,0.530603,11060,10,0,4,0,1
NO,0,79,0,953,?,3,0,1,0,1
NO,0.008487,69,1,1.137309,1827,12,0,2,0,0
NO,0.03019,53,0,0.208223,12500,16,0,1,0,0
NO,0,74,0,0,2000,13,0,0,0,0
NO,0.619736,50,1,0.10742,13125,7,0,0,0,2
NO,0.034727,40,0,0.272606,4500,4,0,1,0,3
NO,0.012519,59,0,0.402657,7000,6,0,3,0,2
NO,0.516083,69,0,0.567858,4000,17,0,0,0,0
YES,0.990402,44,3,1.288351,2600,8,1,1,0,0
NO,1,57,2,2732,0,2,1,1,0,1
NO,0.470355,53,0,0.419835,8600,12,0,2,0,0
NO,0.163963,66,0,0.153846,1000,6,0,0,0,0
NO,0.026557,69,0,0.014647,8533,11,0,0,0,0
YES,0.739439,42,0,0.066885,5800,9,1,0,0,2
NO,0.086957,53,0,3076,?,10,0,2,0,0
NO,0.628082,60,0,0.07749,8000,5,0,0,0,0
NO,0.000437,80,1,0.215486,4700,17,0,0,0,0
NO,0.034209,83,0,19,?,3,0,0,0,0
NO,0.00255,75,0,0.277157,2503,15,0,0,0,0
YES,1,54,1,0.317186,2600,6,1,1,0,0
NO,0.054622,43,0,429,?,10,0,0,0,0
NO,0.01885,52,0,0.299567,5083,15,0,2,0,0
YES,0.061987,65,1,0.636683,12250,24,0,13,0,1
NO,0,37,0,0.077641,3000,4,0,0,0,1
YES,0.534901,52,0,0.347728,3542,14,0,1,0,0
NO,0.031641,70,0,0.307709,4500,9,1,2,0,1
NO,1.007604,51,1,0.457204,5642,9,0,1,0,0
NO,0,53,0,1832,?,6,0,2,0,0
NO,0.069721,34,0,0.21325,3033,3,0,0,0,0
NO,0.025961,73,0,94,?,18,0,0,0,0
NO,0.153615,38,0,0.346554,6050,7,0,2,0,1
NO,0.195743,61,0,0.647451,3000,10,0,1,0,0
NO,0.398121,51,0,2282.5,1,12,0,2,0,2
NO,0.018921,51,0,0.005232,8600,6,0,0,0,0
NO,0.09588,55,0,0.269387,6150,15,0,2,0,0
NO,0.014277,51,0,0.415877,3060,7,0,1,1,0
NO,0.037952,42,0,0.184211,4673,9,0,1,0,0
NO,0.92814,57,0,0.444214,3378,7,0,0,0,2
NO,0.19265,42,0,0.087937,7800,8,0,0,0,0
NO,0.21811,55,0,0.32246,11250,8,0,2,0,1
NO,0,45,0,4145,?,5,0,2,0,0
NO,0.408157,54,0,0.39399,9583,15,0,1,0,0
NO,0.877565,58,0,2825,?,10,0,2,0,0
NO,0,69,0,0,?,2,0,0,0,0
NO,0.649665,56,2,0.338395,12248,12,0,2,0,1
NO,0.036398,38,0,0.240595,8000,11,1,0,0,3
NO,0.066623,63,0,1019,?,6,0,0,0,0
NO,0.301698,21,0,0.009677,929,2,0,0,0,0
NO,0.530245,24,0,0.14985,1000,6,0,0,0,0
NO,0.073902,45,0,0.153203,4666,6,0,0,0,0
NO,0.873802,32,0,0.375942,6500,9,0,0,0,0
NO,0.001686,32,0,0.012279,5700,3,0,0,0,0
NO,0.142719,61,0,0.333408,8916,17,0,2,0,0
NO,0.860704,63,0,3763,?,11,0,4,0,0
NO,0.293214,48,1,0.243777,8958,11,0,2,0,2
NO,1.045814,34,2,0.259224,4200,3,0,0,0,3
NO,0.009224,70,0,0.013318,3453,6,0,0,0,0
NO,0.562874,56,0,0.111911,4860,6,1,0,0,1
NO,0.331608,58,0,0.825087,2000,12,0,0,0,0
NO,0.444477,66,0,0.478803,11958,35,0,2,0,0
YES,1,52,1,0.200375,4800,4,1,0,0,0
YES,1,22,1,0.075949,1500,2,0,0,1,0
NO,0.029563,66,0,0.278213,5236,6,0,1,0,0
NO,0.027279,43,0,1726,?,4,0,1,0,4
NO,0.067139,65,0,0.068842,11184,6,0,0,0,1
NO,0.009536,60,0,0.140572,5000,7,1,1,0,0
NO,0.461713,53,0,0.263522,3900,6,0,1,0,0
YES,0.397262,42,0,0.395075,7714,14,0,1,0,4
YES,0.823941,53,0,0.439492,4800,13,0,0,0,0
NO,0.907221,32,1,0.123559,7461,5,0,0,0,0
NO,0.081879,44,0,62,?,3,0,0,0,0
NO,0,39,0,0.472235,6500,4,0,2,0,0
NO,0.012443,71,0,0.143861,6116,13,0,1,0,0
NO,0.007255,76,0,0.002799,5000,5,0,0,0,0
NO,0.655255,65,1,0.430642,4000,7,0,0,0,0
NO,0.00744,41,0,0.109648,6000,5,0,0,1,0
NO,0.25679,69,0,3266,?,13,0,2,0,0
NO,1,24,0,0,?,0,0,0,0,?
NO,0.006839,43,0,0.527266,2713,7,0,1,0,1
NO,0.111704,51,0,1500,?,6,0,1,0,1
NO,0.31242,71,0,1433,?,3,0,1,0,0
NO,0.342343,59,0,0.480926,4534,12,0,2,0,4
NO,0.036798,43,0,0.096352,8333,9,0,0,0,3
NO,0.038558,63,0,1773,?,7,0,2,0,3
NO,0,65,0,0.203059,3333,4,0,1,0,0
